Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
192.168.137.48-192.168.137.250-51682-1883-6,192.168.137.48,51682,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119998917,8101,6325,3168947.0,12.0,1448.0,0.0,391.1797308974197,399.9134795797794,4.0,0.0,0.001897233201581,0.0711089902090343,26408.230000942425,120.21775163187512,8318.815736568416,20942.94050967152,1212484.0,0.0,119998917.0,14814.681111111084,31187.20613304276,1237946.0,0.0,119755005.0,18936.591555977226,35360.42224438612,1263691.0,0.0,0,0,0,0,259264,202432,67.50894260154031,52.70880903033483,0.0,1448.0,219.6547445761416,357.0399118210928,127477.49863321372,0,2,0,7479,14425,0,0,0,0.0,219.66997088590043,391.1797308974201,0.001897233201581,0,0,0,1056319,2700,26945,4050,1584473,3162,6,64240,3428,8096,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51608-1883-6,192.168.137.48,51608,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119995937,6632,5419,2546385.0,10.0,1448.0,0.0,383.9543124246071,394.5626728206696,4.0,0.0,0.0018453589223103,0.0718648222585528,21220.676830083004,100.4284003382548,9958.169045643164,18488.582560495164,908206.0,0.0,119986868.0,18094.83758105858,28659.142968801378,929999.0,0.0,119925826.0,22134.70394979694,31683.17690848605,927936.0,0.0,0,0,0,0,212232,173428,55.26853796724801,45.15986237100678,0.0,1448.0,211.28401924991755,349.4955370661912,122147.1304291854,0,2,0,6265,12050,0,0,0,0.0,211.3015517384449,383.954312424608,0.0018453589223103,0,0,0,2546395,6632,21233,0,0,0,0,64240,2974,6628,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51732-1883-6,192.168.137.48,51732,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119992446,6676,5504,2444985.0,12.0,1448.0,0.0,366.2350209706409,377.52836721596,4.0,0.0,0.0021802325581395,0.0762250333995001,20376.257685421297,101.50638982723964,9852.40545200752,22256.070171090265,1396314.0,0.0,119983398.0,17975.04089887638,33295.544404311535,1416033.0,0.0,119924641.0,21792.593312738485,36695.168996076885,1429118.0,0.0,0,0,0,0,213652,176160,55.63683567213889,45.86955415510073,0.0,1448.0,200.7221902963631,333.66726244457146,111333.84202725456,0,2,0,6349,12179,0,0,0,0.0,200.7386699507389,366.23502097064113,0.0021802325581395,0,0,0,1222498,3337,20631,6676,2444985,5504,12,64240,712,6670,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51828-1883-6,192.168.137.48,51828,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119990286,6951,5643,2788475.0,12.0,1448.0,0.0,401.161703352036,411.07890510504654,4.0,0.0,0.0021265284423179,0.0752809715831618,23239.27288580677,104.9584963902828,9528.332089255928,16555.311113494106,714630.0,0.0,119979495.0,17263.236690647558,26282.155279325674,740467.0,0.0,119925215.0,21255.79847571779,29097.56388173719,735226.0,0.0,0,0,0,0,222452,180596,57.92968940835761,47.02880698192519,0.0,1448.0,221.39634775704585,364.7698434677812,133057.03870350958,0,2,0,6480,12593,0,0,0,0.0,221.41392726695253,401.16170335203566,0.0021265284423179,0,0,0,2788487,6952,23253,0,0,0,0,64240,1820,6947,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51644-1883-6,192.168.137.48,51644,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119994179,6308,5208,2403051.0,10.0,1448.0,0.0,380.95291693088177,387.2868649296026,4.0,0.0,0.0019201228878648,0.0733054501960568,20026.479784490213,95.97132207554834,10420.684237950429,22746.349132461142,1339282.0,0.0,119984533.0,19024.02616140795,34073.92496592784,1364668.0,0.0,119926398.0,23031.7645477242,37583.57001902832,1359380.0,0.0,0,0,0,0,201864,166664,52.56921671175399,43.40210536379436,0.0,1448.0,208.65338195710603,343.65641115079086,118099.7289250414,0,2,0,6004,11515,0,0,0,0.0,208.67150052101425,380.95291693088143,0.0019201228878648,0,0,0,1201530,3153,20269,6308,2403051,5208,10,64240,1692,6302,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51496-1883-6,192.168.137.48,51496,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119997645,6649,5311,2734628.0,10.0,1448.0,0.0,411.2841028726134,408.6190801920572,4.0,0.0,0.0018828845791752,0.072591485436342,22789.097236033256,99.66862266338644,10034.086880173883,25960.13817313226,1434715.0,0.0,119988573.0,18048.82265342957,37678.77198859282,1453011.0,0.0,119925826.0,22584.901318267384,42313.16456540831,1457474.0,0.0,0,0,0,0,212776,169984,55.40942074321541,44.259201920171016,0.0,1448.0,228.62954602458063,366.8431259499428,134573.87905672556,0,2,0,6208,11959,0,0,0,0.0,228.64866220735783,411.2841028726125,0.0018828845791752,0,0,0,683659,1662,23501,3324,1367314,2655,5,64240,2018,6645,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51586-1883-6,192.168.137.48,51586,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119828025,7059,5690,2794796.0,10.0,1448.0,0.0,395.9195353449503,410.3727718631732,4.0,0.0,0.0017574692442882,0.0701333703057053,23323.475455762546,106.39414277252754,9399.750941324122,20337.08892493107,1062254.0,0.0,119807871.0,16974.762113913264,30853.96085368948,1090042.0,0.0,119756190.0,21050.48163121817,34272.18441291056,1083663.0,0.0,0,0,0,0,225896,182100,58.90942456908557,47.48471820344198,0.0,1448.0,219.2004705882364,363.2782936598036,131971.1186443785,0,2,0,6546,12748,0,0,0,0.0,219.21766413052003,395.91953534494974,0.0017574692442882,0,0,0,1397403,3529,23554,7059,2794796,5690,10,64240,1074,7055,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51900-1883-6,192.168.137.48,51900,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119819569,7389,5970,2800839.0,12.0,1448.0,0.0,379.0552172147774,388.7814093128828,4.0,0.0,0.0020100502512562,0.073191468217042,23375.572315737507,111.49263940350176,8969.873409192993,20535.283611738098,1056479.0,0.0,119798019.0,16215.216432051986,31212.925279613748,1084406.0,0.0,119755343.0,20062.882057296047,34823.777936648294,1080129.0,0.0,0,0,0,0,236468,191048,61.66772307451715,49.82491632898463,0.0,1448.0,209.64453592814343,345.1234419761232,119110.19020144646,0,2,0,6928,13358,0,0,0,0.0,209.6602290590613,379.05521721477874,0.0020100502512562,0,0,0,1400425,3694,23604,7389,2800839,5970,12,64240,9326,7383,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51716-1883-6,192.168.137.48,51716,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119992360,7298,5848,2817111.0,12.0,1448.0,0.0,386.0113729788977,398.8216043103606,4.0,0.0,0.0020519835841313,0.0739505289003634,23477.51973542316,109.55697512741644,9128.3651578547,18585.568622595365,1064546.0,0.0,119983928.0,16442.911881595177,28561.17025024787,1089941.0,0.0,119924028.0,20510.351975372007,31908.642930809143,1103954.0,0.0,0,0,0,0,233556,187156,60.82053890764379,48.736436219772656,0.0,1448.0,214.27877082224128,353.6812118453922,125090.39961242524,0,2,0,6776,13145,0,0,0,0.0,214.2950707439525,386.0113729788984,0.0020519835841313,0,0,0,1408561,3648,23706,7298,2817111,5848,12,64240,2939,7291,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51838-1883-6,192.168.137.48,51838,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119996567,7082,5813,2596820.0,12.0,1448.0,0.0,366.6789042643326,382.9104583653853,4.0,0.0,0.0020643385515224,0.0741726886307207,21640.885776340587,107.46140762510316,9306.38800992709,22504.334462951698,1188271.0,0.0,119996567.0,16946.2741138257,33598.61482623446,1208969.0,0.0,119924028.0,20633.8657949071,37058.2846073608,1214785.0,0.0,0,0,0,0,226644,186048,59.01835508344168,48.443052541661466,0.0,1448.0,201.36724565756865,337.34835172124355,113803.91040903985,0,2,0,6624,12894,0,0,0,0.0,201.3828615742536,366.6789042643321,0.0020643385515224,0,0,0,1298416,3540,21872,7082,2596820,5813,12,64240,1074,7076,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51626-1883-6,192.168.137.48,51626,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119991061,6605,5467,2380379.0,10.0,1448.0,0.0,360.3904617713854,367.14586681941,4.0,0.0,0.0018291567587342,0.0715487910263426,19838.05276961423,100.60749441993848,9940.44080854936,21382.64138350692,824855.0,0.0,119991061.0,18169.451998788627,32509.527868739337,847399.0,0.0,119750110.0,21908.17965605564,35711.44201748091,846506.0,0.0,0,0,0,0,211368,174964,55.0457671176022,45.56172730233629,0.0,1448.0,197.1663215439416,325.46122826267293,105925.0111022477,0,2,0,6263,12071,0,0,0,0.0,197.1826540755467,360.3904617713853,0.0018291567587342,0,0,0,2380389,6603,19848,0,0,0,0,64240,911,6599,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51670-1883-6,192.168.137.48,51670,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119991041,6322,5136,2519136.0,10.0,1448.0,0.0,398.4713698196778,409.1348606201212,4.0,0.0,0.0019470404984423,0.0738172294797451,20994.450744035134,95.49046249211224,10473.164091821573,20064.377876713894,1022904.0,0.0,119991041.0,18982.92058218635,30689.910416634222,1046509.0,0.0,119912568.0,23352.009347614377,34079.607623058626,1051004.0,0.0,0,0,0,0,202312,164384,52.68726687686625,42.803195615245976,0.0,1448.0,219.83995113011588,362.79149991379694,131617.67240970253,0,2,0,5950,11457,0,0,0,0.0,219.8591377203701,398.4713698196773,0.0019470404984423,0,0,0,1259573,3161,21190,6322,2519136,5136,10,64240,992,6319,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51738-1883-6,192.168.137.48,51738,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119986293,7783,6301,2938677.0,12.0,1448.0,0.0,377.5763844275996,388.48594077631776,4.0,0.0,0.0019044596095857,0.0712442105525184,24491.872584145924,117.38007440566564,8519.938436412705,15453.384708530277,585535.0,0.0,119986293.0,15418.43909020818,24591.48592554022,606756.0,0.0,119912568.0,19033.74095238096,27369.67686265512,607849.0,0.0,0,0,0,0,249076,201640,64.86574262278442,52.51433178288123,0.0,1448.0,208.63961661341884,344.44076514131325,118639.4406911333,0,2,0,7246,14083,0,0,0,0.0,208.65443055950016,377.5763844275986,0.0019044596095857,0,0,0,2938689,7782,24504,0,0,0,0,64240,3277,7777,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51656-1883-6,192.168.137.48,51656,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119987450,6845,5568,2549002.0,10.0,1448.0,0.0,372.3888970051141,382.2179716376603,4.0,0.0,0.0017959770114942,0.0708971990345708,21243.988433790368,103.45248607250176,9667.052046406689,19697.797955885337,877573.0,0.0,119987450.0,17531.772355347723,30150.97826135684,906693.0,0.0,119753761.0,21511.363571043606,33152.32287745017,902645.0,0.0,0,0,0,0,219048,178220,57.047632898273946,46.4048531742278,0.0,1448.0,205.3336555501852,338.89918444001444,114852.65721410692,0,2,0,6477,12412,0,0,0,0.0,205.3501973737211,372.3888970051132,0.0017959770114942,0,0,0,2549012,6844,21254,0,0,0,0,64240,1388,6840,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51734-1883-6,192.168.137.48,51734,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119991579,7064,5786,2522920.0,12.0,1448.0,0.0,357.1517553793892,366.394511078676,4.0,0.0,0.0020739716557207,0.0743454437246534,21025.90882648524,107.09084843362216,9338.592808778918,16956.09552854001,1016904.0,0.0,119991579.0,16988.75534475431,26686.858875870188,1035569.0,0.0,119912568.0,20728.18807260157,29617.94142076796,1036484.0,0.0,0,0,0,0,226068,185160,58.870797924911045,48.22005050871112,0.0,1448.0,196.32184265815908,324.59860574688474,105364.25485282153,0,2,0,6709,12849,0,0,0,0.0,196.33712062256808,357.1517553793885,0.0020739716557207,0,0,0,1261466,3531,21219,7064,2522920,5786,12,64240,806,7058,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51812-1883-6,192.168.137.48,51812,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119987204,7628,6216,2662253.0,10.0,1448.0,0.0,349.01061877294103,362.92349032841537,4.0,0.0,0.0016087516087516,0.0671017196935118,22187.89096877364,115.37896991082482,8667.71682438775,14741.661120451416,446332.0,0.0,119987204.0,15731.900354005507,24105.76319210807,466572.0,0.0,119912568.0,19294.05760257445,26691.41629743328,468442.0,0.0,0,0,0,0,244104,198944,63.57344571509475,51.80552419573007,0.0,1448.0,192.2905742145175,320.4713680172745,102701.89771886336,0,2,0,7233,13843,0,0,0,0.0,192.30446402773765,349.01061877294177,0.0016087516087516,0,0,0,2662263,7629,22199,0,0,0,0,64240,2741,7625,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51550-1883-6,192.168.137.48,51550,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119995160,6823,5472,2633149.0,10.0,1448.0,0.0,385.92246812252586,402.85830527450656,4.0,0.0,0.0018274853801169,0.071516110344356,21943.8767363617,102.46246598612812,9760.46526761022,19340.736517516467,938136.0,0.0,119995160.0,17589.440046907093,29622.822920753315,959882.0,0.0,119913426.0,21918.00877353316,33096.31777013552,961913.0,0.0,0,0,0,0,218344,175136,56.86062671194405,45.60183927418406,0.0,1448.0,214.1476089785297,356.14422270761617,126838.7073680121,0,2,0,6366,12294,0,0,0,0.0,214.16502643350955,385.9224681225268,0.0018274853801169,0,0,0,2633159,6821,21955,0,0,0,0,64240,642,6817,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51578-1883-6,192.168.137.48,51578,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119997053,6694,5483,2570692.0,10.0,1448.0,0.0,384.0292799521962,396.3448458774225,4.0,0.0,0.0018238190771475,0.0714443701882765,21423.04278089229,101.47749211807728,9855.211317345626,21588.25928158198,1155500.0,0.0,119996466.0,17928.65172568349,32392.44618969976,1182052.0,0.0,119925208.0,21876.17803721273,35833.65349244136,1176938.0,0.0,0,0,0,0,214216,175560,55.78470331267219,45.69278880540508,0.0,1448.0,211.0939398916072,350.5014269151934,122851.25026958666,0,2,0,6299,12176,0,0,0,0.0,211.11127535517767,384.029279952196,0.0018238190771475,0,0,0,856900,2231,21845,3347,1285346,2741,5,64240,1528,6691,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51910-1883-6,192.168.137.48,51910,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119836050,6336,5037,2623854.0,12.0,1448.0,0.0,414.11837121212216,413.44078372250726,4.0,0.0,0.0023823704586063,0.0796779303713634,21895.46467861716,94.9046634965021,10537.81656700668,22150.32745592001,958331.0,0.0,119808602.0,18912.170797158684,33216.33900891575,978132.0,0.0,119771829.0,23783.127283558373,37042.6090682581,983758.0,0.0,0,0,0,0,202772,161216,52.872236693382334,42.03242680311976,0.0,1448.0,230.68981888517624,370.85282259613865,137531.81602752308,0,2,0,5978,11372,0,0,0,0.0,230.7101028752308,414.1183712121212,0.0023823704586063,0,0,0,2623866,6337,21911,0,0,0,0,64240,1948,6332,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51686-1883-6,192.168.137.48,51686,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119842375,6329,5154,2450793.0,12.0,1448.0,0.0,387.2322641807566,397.8690429962941,4.0,0.0,0.0023282887077997,0.0787689836907649,20450.237238706257,95.81752698075285,10437.41290715894,17800.152791391003,486197.0,0.0,119818356.0,18934.63274336274,28262.13345638155,569609.0,0.0,119773545.0,23243.459150009727,30878.98913097865,548864.0,0.0,0,0,0,0,202548,164960,52.81103616312677,43.00649081762607,0.0,1448.0,213.4103970741912,352.6093455762388,124333.3505877034,0,2,0,5955,11482,0,0,0,0.0,213.4289819733519,387.2322641807552,0.0023282887077997,0,0,0,2450805,6327,20464,0,0,0,0,64240,654,6322,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51612-1883-6,192.168.137.48,51612,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119850316,6790,5593,2605572.0,10.0,1448.0,0.0,383.73667157584765,393.8514571140332,4.0,0.0,0.001787949222242,0.0707386439065252,21740.30146069869,103.32054527081932,9679.398804716508,18697.793474814323,961333.0,0.0,119828038.0,17650.32228605093,28800.48216999751,984513.0,0.0,119780211.0,21419.92328326184,31696.04747547451,980867.0,0.0,0,0,0,0,217288,179008,56.65400164652048,46.666543624298825,0.0,1448.0,210.399063307494,348.5927955041165,121516.93707737478,0,2,0,6374,12382,0,0,0,0.0,210.416054267948,383.73667157584686,0.001787949222242,0,0,0,2605582,6790,21755,0,0,0,0,64240,806,6786,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51850-1883-6,192.168.137.48,51850,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119987214,6492,5324,2558843.0,12.0,1448.0,0.0,394.1532655576078,402.0930680670563,4.0,0.0,0.0022539444027047,0.0775020409240427,21326.06395878148,98.4771594080016,10155.498434193823,18698.12702194548,891923.0,0.0,119987214.0,18485.166230164883,28956.80670418952,911775.0,0.0,119752693.0,22497.21829795226,31913.08625167998,915092.0,0.0,0,0,0,0,207764,170400,54.10576496925748,44.37139443874412,0.0,1448.0,216.5401540154008,356.7630300547165,127279.85961382255,0,2,0,6082,11815,0,0,0,0.0,216.5584800270819,394.15326555760936,0.0022539444027047,0,0,0,2558855,6492,21336,0,0,0,0,64240,3090,6487,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51684-1883-6,192.168.137.48,51684,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119992800,6841,5409,2912735.0,12.0,1448.0,0.0,425.7762023096036,433.5986893952557,4.0,0.0,0.002218524681087,0.0768910723130279,24274.34812755432,102.0894587008554,9796.130296350677,16127.502759803683,435567.0,0.0,119992182.0,17542.716666666718,25961.30835371924,459837.0,0.0,119924028.0,22175.301035502896,29060.11638170692,484392.0,0.0,0,0,0,0,218932,173096,57.011754038575646,45.077704662279736,0.0,1448.0,237.75585666476167,386.8896518064032,149683.60267487992,0,2,0,6280,12249,0,0,0,0.0,237.77526530612244,425.77620230960383,0.002218524681087,0,0,0,2912747,6839,24287,0,0,0,0,64240,2088,6834,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51564-1883-6,192.168.137.48,51564,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119996395,6968,5773,2544580.0,10.0,1448.0,0.0,365.18082663604906,375.02589014658736,4.0,0.0,0.0017322016282695,0.0696276080925005,21205.553716842907,106.17818976978432,9418.869309262192,20073.48495866372,1066372.0,0.0,119996395.0,17223.538825893476,30484.19707347337,1094171.0,0.0,119916532.0,20775.55994455994,33562.5704247595,1104525.0,0.0,0,0,0,0,222984,184768,58.06841113851795,48.10977863126638,0.0,1448.0,199.70098885575305,331.5955461305304,109955.60621360473,0,2,0,6526,12740,0,0,0,0.0,199.7166627423279,365.18082663605054,0.0017322016282695,0,0,0,1272295,3484,21412,6968,2544580,5773,10,64240,1144,6964,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51976-1883-6,192.168.137.48,51976,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119863458,6966,5619,2801010.0,10.0,1448.0,0.0,402.097329888029,413.27169414523286,4.0,0.0,0.0017796760989499,0.070574869842564,23368.42309355033,104.99446795536302,9525.068181818153,17347.317715254158,597857.0,0.0,119841133.0,17206.192821249126,27534.83231171977,619109.0,0.0,119798107.0,21323.977750088936,30424.050516816107,618423.0,0.0,0,0,0,0,222920,179840,58.1161274356026,46.878340519760414,0.0,1448.0,222.55045288415693,366.7212456719801,134484.4720272088,0,2,0,6436,12584,0,0,0,0.0,222.5681366706397,402.0973298880276,0.0017796760989499,0,0,0,2801020,6965,23383,0,0,0,0,64240,2577,6961,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51498-1883-6,192.168.137.48,51498,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119882468,7875,6070,3525641.0,10.0,1448.0,0.0,447.7004444444447,449.6221915191499,4.0,0.0,0.0016474464579901,0.0679035759213504,29409.229379561988,116.3222632353548,8597.42312105563,15932.940983355364,663667.0,0.0,119861490.0,15222.439674879355,25237.136527027167,684747.0,0.0,119810589.0,19741.40533860606,28346.36234964948,688044.0,0.0,0,0,0,0,252008,194284,65.68933832760267,50.63292490775215,0.0,1448.0,252.8073282661694,404.2557230995428,163422.68965873425,0,2,0,6950,13944,0,0,0,0.0,252.82545715310147,447.7004444444444,0.0016474464579901,0,0,0,3525651,7875,29429,0,0,0,0,64240,946,7871,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52042-1883-6,192.168.137.48,52042,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119981596,7549,6028,3039128.0,10.0,1448.0,0.0,402.58683269307033,412.0543981295526,4.0,0.0,0.0016589250165892,0.0681396232341639,25330.03478300122,113.15902148859564,8837.772245138482,22932.50999856556,1204342.0,0.0,119981596.0,15895.812930577607,33720.65614490965,1225288.0,0.0,119908105.0,19895.15596482492,37708.64753024791,1224495.0,0.0,0,0,0,0,241576,192904,62.91798285463714,50.241038633958496,0.0,1448.0,223.82810428634463,366.6146656749731,134406.3130879723,0,2,0,6972,13576,0,0,0,0.0,223.84459011563675,402.5868326930719,0.0016589250165892,0,0,0,1013046,2516,25840,3774,1519564,3014,5,64240,1727,7546,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52106-1883-6,192.168.137.48,52106,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119865796,6787,5529,2736529.0,10.0,1448.0,0.0,403.2015618093434,410.186356522058,4.0,0.0,0.0018086453246518,0.0711466880498955,22830.02400451252,102.74824354397144,9733.316768168916,19861.39670569017,1016789.0,0.0,119844819.0,17660.598143236068,30214.18629289324,1016789.0,0.0,118818029.0,21493.854739508,30737.24735841074,742961.0,0.0,0,0,0,0,217200,176984,56.62165710725351,46.12658643671794,0.0,1448.0,222.17577332142537,364.5932241570475,132928.21910123105,0,3,0,6357,12314,0,0,0,0.0,222.1938129262748,403.2015618093414,0.0018086453246518,0,0,0,2736539,6786,23041,6787,2736529,5529,10,64240,1179,6782,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51988-1883-6,192.168.137.48,51988,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119874104,7475,6034,2736995.0,10.0,1448.0,0.0,366.1531772575245,372.83924978875297,4.0,0.0,0.0016572754391779,0.0681057514264341,22832.329157596872,112.69323022426929,8874.304412200136,18449.595113608648,1059867.0,0.0,119849036.0,16035.461065025363,28266.486357565365,1085022.0,0.0,119810504.0,19859.191778551285,31641.98607337968,1081324.0,0.0,0,0,0,0,239208,193120,62.357087565801535,50.33614265846775,0.0,1448.0,202.5910436713553,331.7328670125317,110046.69505635404,0,2,0,7040,13508,0,0,0,0.0,202.60604041749943,366.1531772575251,0.0016572754391779,0,0,0,1368502,3737,23056,7475,2736995,6034,10,64240,1015,7471,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52064-1883-6,192.168.137.48,52064,192.168.137.250,1883,6,29/08/2023 02:19:18 PM,119905341,6445,5309,2555433.0,10.0,1448.0,0.0,396.4985259891373,398.86897189494846,4.0,0.0,0.0018835938971557,0.0726051508095824,21312.16990575924,98.027326405752,10202.1050795542,22494.48103592668,1062784.0,0.0,119886864.0,18604.41713221604,33682.599076998675,1090551.0,0.0,119843510.0,22577.903165033866,37087.76514285467,1083659.0,0.0,0,0,0,0,206248,169908,53.75073325549359,44.276593150258414,0.0,1448.0,217.39200340280777,355.19314385880455,126162.16944430144,0,2,0,6087,11753,0,0,0,0.0,217.41049855368385,396.4985259891389,0.0018835938971557,0,0,0,1277721,3223,21521,6445,2555433,5309,10,64240,1517,6442,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
